88, 2745, 53.54
90, 2767, 55.37
89, 2745, 56.21
99, 2775, 53.69
88, 2767, 52.51
94, 2737, 55.12
89, 2730, 52.35
88, 2752, 51.83
85, 2767, 53.33
91, 2737, 54.49
88, 2730, 53.54
92, 2767, 54.88
94, 2730, 55.25
93, 2752, 56.35
86, 2737, 54.61
87, 2745, 55.96
87, 2767, 56.10
92, 2767, 55.99
93, 2767, 56.20
94, 2767, 56.93
