==== 钢铁前线 性能日志 =====
版本: 0.1.0 | 启动: 2026-08-18 20:55:40 | GPU: NVIDIA GeForce RTX 5060 Laptop GPU | CPU: AMD 32线程 | 窗口: 2560x1600
----------------------------------
时间(s)	fps	frame_us	cull	terrain	wait	acquire	record	submit	present	near
1.0	994.9	553	1	0	5	0	55	55	293	65536
2.0	843.2	553	1	0	5	0	55	55	293	65536
3.0	955.7	553	1	0	5	0	55	55	293	65536
4.0	946.4	553	1	0	5	0	55	55	293	65536
5.0	272.5	553	1	0	5	0	55	55	293	65536
6.0	344.6	553	1	0	5	0	55	55	293	65536
7.0	393.3	553	1	0	5	0	55	55	293	65536
8.0	468.1	553	1	0	5	0	55	55	293	65536
9.0	491.7	553	1	0	5	0	55	55	293	65536
10.0	352.0	553	1	0	5	0	55	55	293	65536
11.0	450.8	553	1	0	5	0	55	55	293	65536
12.0	454.6	553	1	0	5	0	55	55	293	65536
13.0	443.3	553	1	0	5	0	55	55	293	65536
14.0	432.5	553	1	0	5	0	55	55	293	65536
15.0	558.4	553	1	0	5	0	55	55	293	65536
16.0	396.1	553	1	0	5	0	55	55	293	65536
17.0	416.3	553	1	0	5	0	55	55	293	65536
18.0	430.6	553	1	0	5	0	55	55	293	65536
19.0	390.3	553	1	0	5	0	55	55	293	65536
20.0	290.8	553	1	0	5	0	55	55	293	65536
