==== 钢铁前线 性能日志 =====
版本: 0.1.0 | 启动: 2026-08-17 18:51:39 | GPU: NVIDIA GeForce RTX 5060 Laptop GPU | CPU: AMD 32线程 | 窗口: 2560x1600
----------------------------------
时间(s)	fps	frame_us	cull	terrain	wait	acquire	record	submit	present	near
161.2	353.7	1858	0	0	1639	0	24	33	158	65536
162.2	376.6	1915	0	0	1415	0	24	19	453	65536
163.2	426.7	2430	0	0	2056	1	50	38	279	65536
164.2	360.2	1695	0	0	1479	1	26	21	164	65536
165.2	382.9	2143	0	0	1887	0	28	30	194	65536
166.2	437.2	2327	0	0	2094	0	31	30	168	65536
167.2	358.7	1832	0	0	1494	1	32	49	251	65536
168.2	364.3	1960	0	0	1538	1	57	126	232	65536
169.2	404.4	2188	0	0	1729	1	119	46	288	65536
170.2	365.8	1614	0	0	1360	0	74	24	152	65536
171.2	403.2	1716	0	0	1470	0	29	53	159	65536
172.2	407.9	2709	0	0	2082	1	72	76	472	65536
173.3	322.1	2379	1	0	2050	1	49	44	228	65536
174.3	378.0	2323	0	0	2021	0	56	42	201	65536
175.3	351.6	3153	1	0	2665	1	65	62	353	65536
176.3	414.2	2987	0	0	2558	1	123	46	253	65536
177.3	335.7	2376	0	0	2104	1	88	28	151	65536
178.3	387.9	2653	0	0	2341	0	27	79	202	65536
179.3	372.2	2754	1	0	2360	1	121	44	221	65536
180.3	360.0	2527	0	0	2171	1	95	43	211	65536
181.3	358.6	2512	1	0	2119	1	114	46	225	65536
182.3	309.7	1906	1	0	1489	1	70	61	279	65536
183.3	365.2	2619	0	0	2278	1	83	35	219	65536
184.3	417.7	2928	1	0	2541	1	116	44	219	65536
185.3	434.1	3010	0	0	2619	1	115	45	224	65536
186.3	426.6	2809	0	0	2444	1	93	47	218	65536
187.3	353.0	2252	1	0	2008	2	60	42	133	65536
188.3	358.5	2515	1	0	2127	1	53	45	283	65536
189.3	410.2	2610	0	0	2261	1	49	79	214	65536
190.3	355.2	2386	0	0	2073	1	47	54	205	65536
191.3	285.6	2183	1	0	1793	2	55	55	272	65536
192.3	409.8	2851	0	0	2507	1	47	82	209	65536
193.3	362.2	2483	1	0	2101	2	54	85	235	65536
194.3	365.1	2380	0	0	2055	1	47	44	227	65536
195.3	371.7	2781	0	0	2452	1	49	59	215	65536
196.3	368.8	2626	0	0	2301	1	49	51	218	65536
197.3	361.3	2665	1	0	2244	1	62	59	292	65536
198.3	330.7	2280	0	0	1969	1	47	51	208	65536
199.3	366.0	2653	0	0	2197	1	123	49	276	65536
200.3	392.3	2326	0	0	2101	1	28	29	163	65536
201.3	330.6	2720	1	0	2391	1	50	45	227	65536
202.3	404.4	2044	0	0	1771	1	46	39	182	65536
203.3	388.2	2810	1	0	2486	1	46	65	207	65536
204.3	408.6	2686	0	0	2388	1	47	77	169	65536
205.3	326.9	2113	0	0	1805	1	47	46	210	65536
206.3	375.7	2454	0	0	2125	1	51	52	220	65536
207.3	254.1	1540	0	0	1129	1	39	35	331	65536
208.3	354.0	2228	0	0	1679	1	40	80	422	65536
209.3	383.4	2712	0	0	2378	1	33	37	257	65536
210.3	394.6	2767	0	0	2478	1	36	33	213	65536
211.3	401.3	2899	0	0	2715	1	21	32	126	65536
212.3	418.3	2182	0	0	1916	1	34	37	189	65536
