==== 钢铁前线 性能日志 =====
版本: 0.1.0 | 启动: 2026-08-18 20:40:15 | GPU: NVIDIA GeForce RTX 5060 Laptop GPU | CPU: AMD 32线程 | 窗口: 2560x1600
----------------------------------
时间(s)	fps	frame_us	cull	terrain	wait	acquire	record	submit	present	near
1.0	394.6	1588	0	0	1337	1	28	29	187	65536
2.0	422.5	1768	0	0	1551	0	25	37	149	65536
3.0	419.2	1583	0	0	1381	0	21	25	149	65536
4.0	420.4	2013	1	0	1683	1	44	46	231	65536
5.0	353.5	1746	1	0	1358	1	47	40	293	65536
6.0	359.5	1818	0	0	1596	1	26	25	165	65536
7.0	391.5	1960	1	0	1583	1	44	61	265	65536
8.0	377.8	1334	0	0	1134	0	22	26	148	65536
9.0	427.2	1725	1	0	1379	1	45	40	253	65536
10.0	423.0	2233	1	0	1780	1	45	142	258	65536
11.0	458.4	2229	0	0	1873	1	44	40	265	65536
12.0	369.5	1541	0	0	1171	1	46	36	280	65536
13.0	369.9	1380	0	0	976	4	52	81	257	65536
14.0	365.0	1854	1	0	1366	1	48	42	390	65536
15.0	300.7	1678	0	0	1335	1	24	24	290	65536
16.0	412.0	1527	0	0	1154	1	46	38	283	65536
17.0	391.8	1899	0	0	1536	1	53	102	201	65536
18.0	331.5	1353	0	0	1113	0	29	32	174	65536
19.0	425.8	1263	0	0	1012	0	31	45	170	65536
20.0	338.1	1803	0	0	1394	1	52	69	282	65536
21.0	377.6	1673	0	0	1429	1	30	54	154	65536
22.0	374.2	1740	0	0	1382	1	54	60	237	65536
23.0	391.7	1282	1	0	883	1	63	64	263	65536
24.0	1012.9	1884	0	0	1634	1	30	57	157	65536
25.0	396.9	1640	0	0	1295	1	53	55	230	65536
26.0	401.3	1939	0	0	1572	1	72	59	229	65536
27.0	373.8	1138	0	0	797	3	52	60	220	65536
28.0	371.2	1740	1	0	1404	1	41	40	247	65536
29.0	428.2	1685	0	0	1353	1	35	29	263	65536
30.0	348.9	1471	0	0	1118	1	51	58	237	65536
31.0	370.1	1766	0	0	1398	1	52	61	247	65536
32.0	374.4	1466	0	0	1115	1	51	54	238	65536
33.0	422.4	1701	0	0	1302	1	53	63	275	65536
34.0	437.5	1583	0	0	1030	1	30	75	441	65536
35.0	356.7	871	0	0	525	1	50	68	221	65536
36.0	426.4	438	0	0	208	0	30	48	147	65536
37.0	484.2	1219	0	0	985	0	29	51	149	65536
38.1	427.5	1629	0	0	1267	1	56	55	244	65536
39.1	374.1	1531	0	0	1250	1	32	59	184	65536
40.1	400.1	1427	0	0	1204	1	31	34	151	65536
41.1	482.8	1112	0	0	658	1	54	79	314	65536
42.1	508.5	1777	0	0	1401	1	53	54	263	65536
43.1	390.2	1137	0	0	884	0	29	75	145	65536
44.1	378.7	2180	0	0	1921	1	31	58	164	65536
45.1	397.3	1460	1	0	1076	1	53	82	241	65536
46.1	329.8	592	0	0	337	1	31	36	182	65536
47.1	355.6	1283	1	0	963	1	43	42	227	65536
48.1	401.1	1502	0	0	1300	0	25	24	149	65536
49.1	432.1	1727	0	0	1406	1	40	42	231	65536
50.1	460.8	2274	1	0	1579	1	41	42	604	65536
51.1	374.2	1437	0	0	1124	1	23	23	261	65536
52.1	376.2	1595	1	0	1145	1	43	40	359	65536
53.1	370.1	1895	0	0	1567	0	22	24	277	65536
54.1	410.4	1701	0	0	1394	1	39	40	222	65536
55.1	358.0	850	0	0	652	1	27	24	141	65536
56.1	349.2	1677	0	0	1452	1	24	44	152	65536
57.1	430.0	2093	0	0	1772	1	39	40	235	65536
58.1	401.8	1940	0	0	1713	1	36	38	146	65536
59.1	366.9	1661	0	0	1300	1	40	41	273	65536
60.1	370.5	1618	0	0	1390	1	51	30	140	65536
61.1	349.7	1510	0	0	1315	1	22	22	146	65536
62.1	379.5	1651	0	0	1457	1	25	23	142	65536
63.1	417.1	1782	0	0	1368	1	47	114	247	65536
64.1	358.7	2030	0	0	1829	1	22	36	137	65536
65.1	406.0	1895	0	0	1633	1	31	34	192	65536
66.1	374.0	1849	0	0	1519	1	39	39	245	65536
67.1	325.6	787	0	0	564	1	23	45	150	65536
68.1	433.0	204	0	0	3	1	24	25	148	65536
69.1	409.0	267	0	0	1923	1	54	40	186	65536
70.1	434.4	267	0	0	1923	1	54	40	186	65536
71.1	358.1	267	0	0	1923	1	54	40	186	65536
72.1	489.6	267	0	0	1923	1	54	40	186	65536
73.1	769.5	267	0	0	1923	1	54	40	186	65536
74.1	660.7	267	0	0	1923	1	54	40	186	65536
75.1	709.6	267	0	0	1923	1	54	40	186	65536
76.1	534.5	267	0	0	1923	1	54	40	186	65536
77.1	590.4	267	0	0	1923	1	54	40	186	65536
78.1	608.3	267	0	0	1923	1	54	40	186	65536
79.1	591.8	267	0	0	1923	1	54	40	186	65536
80.1	668.9	267	0	0	1923	1	54	40	186	65536
81.1	591.6	267	0	0	1923	1	54	40	186	65536
82.1	712.7	267	0	0	1923	1	54	40	186	65536
83.1	561.1	267	0	0	1923	1	54	40	186	65536
84.1	752.3	267	0	0	1923	1	54	40	186	65536
85.1	551.9	267	0	0	1923	1	54	40	186	65536
86.1	473.1	267	0	0	1923	1	54	40	186	65536
87.1	737.5	267	0	0	1923	1	54	40	186	65536
88.1	576.3	267	0	0	1923	1	54	40	186	65536
89.1	732.5	267	0	0	1923	1	54	40	186	65536
90.1	649.7	267	0	0	1923	1	54	40	186	65536
91.1	575.9	267	0	0	1923	1	54	40	186	65536
92.1	1089.0	267	0	0	1923	1	54	40	186	65536
93.1	1018.3	267	0	0	1923	1	54	40	186	65536
94.1	1097.8	267	0	0	1923	1	54	40	186	65536
95.1	768.3	267	0	0	1923	1	54	40	186	65536
96.1	996.6	267	0	0	1923	1	54	40	186	65536
97.1	808.3	267	0	0	1923	1	54	40	186	65536
98.1	1002.7	267	0	0	1923	1	54	40	186	65536
99.1	677.3	267	0	0	1923	1	54	40	186	65536
100.1	964.0	267	0	0	1923	1	54	40	186	65536
101.1	942.8	267	0	0	1923	1	54	40	186	65536
102.1	709.7	267	0	0	1923	1	54	40	186	65536
103.1	955.7	267	0	0	1923	1	54	40	186	65536
104.1	1100.2	267	0	0	1923	1	54	40	186	65536
105.1	701.9	267	0	0	1923	1	54	40	186	65536
106.1	1104.5	267	0	0	1923	1	54	40	186	65536
107.1	982.7	267	0	0	1923	1	54	40	186	65536
108.1	936.2	267	0	0	1923	1	54	40	186	65536
109.1	662.6	267	0	0	1923	1	54	40	186	65536
110.1	650.6	267	0	0	1923	1	54	40	186	65536
111.1	1029.5	267	0	0	1923	1	54	40	186	65536
112.1	720.6	267	0	0	1923	1	54	40	186	65536
113.1	1063.6	267	0	0	1923	1	54	40	186	65536
114.1	740.1	267	0	0	1923	1	54	40	186	65536
115.1	758.8	267	0	0	1923	1	54	40	186	65536
116.1	1037.7	267	0	0	1923	1	54	40	186	65536
117.1	851.7	267	0	0	1923	1	54	40	186	65536
118.1	593.7	267	0	0	1923	1	54	40	186	65536
119.1	677.6	267	0	0	1923	1	54	40	186	65536
120.1	731.6	267	0	0	1923	1	54	40	186	65536
121.1	1095.4	267	0	0	1923	1	54	40	186	65536
122.1	1048.9	267	0	0	1923	1	54	40	186	65536
123.1	822.2	267	0	0	1923	1	54	40	186	65536
124.1	888.8	267	0	0	1923	1	54	40	186	65536
125.1	692.4	267	0	0	1923	1	54	40	186	65536
126.1	932.2	267	0	0	1923	1	54	40	186	65536
127.1	785.7	267	0	0	1923	1	54	40	186	65536
128.1	851.9	267	0	0	1923	1	54	40	186	65536
129.1	680.8	267	0	0	1923	1	54	40	186	65536
130.1	922.8	267	0	0	1923	1	54	40	186	65536
131.1	1206.1	267	0	0	1923	1	54	40	186	65536
132.1	776.5	267	0	0	1923	1	54	40	186	65536
133.1	773.1	267	0	0	1923	1	54	40	186	65536
134.1	999.4	267	0	0	1923	1	54	40	186	65536
135.1	739.3	267	0	0	1923	1	54	40	186	65536
136.1	1148.1	267	0	0	1923	1	54	40	186	65536
137.1	780.6	267	0	0	1923	1	54	40	186	65536
138.1	1066.9	267	0	0	1923	1	54	40	186	65536
139.1	1059.5	267	0	0	1923	1	54	40	186	65536
140.2	769.2	267	0	0	1923	1	54	40	186	65536
141.2	747.2	267	0	0	1923	1	54	40	186	65536
142.2	818.6	267	0	0	1923	1	54	40	186	65536
143.2	1149.2	267	0	0	1923	1	54	40	186	65536
144.2	1115.6	267	0	0	1923	1	54	40	186	65536
145.2	885.7	267	0	0	1923	1	54	40	186	65536
146.2	742.8	267	0	0	1923	1	54	40	186	65536
147.2	975.8	267	0	0	1923	1	54	40	186	65536
148.2	796.9	267	0	0	1923	1	54	40	186	65536
149.2	1120.7	267	0	0	1923	1	54	40	186	65536
150.2	654.3	267	0	0	1923	1	54	40	186	65536
151.2	1042.0	267	0	0	1923	1	54	40	186	65536
152.2	675.2	267	0	0	1923	1	54	40	186	65536
153.2	830.2	267	0	0	1923	1	54	40	186	65536
154.2	821.3	267	0	0	1923	1	54	40	186	65536
155.2	680.6	267	0	0	1923	1	54	40	186	65536
156.2	482.7	267	0	0	1923	1	54	40	186	65536
157.2	911.0	267	0	0	1923	1	54	40	186	65536
158.2	1095.8	267	0	0	1923	1	54	40	186	65536
159.2	1126.0	267	0	0	1923	1	54	40	186	65536
160.2	922.2	267	0	0	1923	1	54	40	186	65536
161.2	1148.2	267	0	0	1923	1	54	40	186	65536
162.2	1197.0	267	0	0	1923	1	54	40	186	65536
163.2	1046.2	267	0	0	1923	1	54	40	186	65536
164.2	878.7	267	0	0	1923	1	54	40	186	65536
165.2	1198.3	267	0	0	1923	1	54	40	186	65536
166.2	1076.2	267	0	0	1923	1	54	40	186	65536
167.2	838.5	267	0	0	1923	1	54	40	186	65536
168.2	832.7	267	0	0	1923	1	54	40	186	65536
169.2	1018.2	267	0	0	1923	1	54	40	186	65536
170.2	953.0	267	0	0	1923	1	54	40	186	65536
171.2	857.0	267	0	0	1923	1	54	40	186	65536
172.2	787.9	267	0	0	1923	1	54	40	186	65536
173.2	909.1	267	0	0	1923	1	54	40	186	65536
174.2	1089.7	267	0	0	1923	1	54	40	186	65536
175.2	713.7	267	0	0	1923	1	54	40	186	65536
176.2	715.2	267	0	0	1923	1	54	40	186	65536
177.2	1037.2	267	0	0	1923	1	54	40	186	65536
178.2	1051.3	267	0	0	1923	1	54	40	186	65536
179.2	793.9	267	0	0	1923	1	54	40	186	65536
180.2	626.8	267	0	0	1923	1	54	40	186	65536
181.2	1178.4	267	0	0	1923	1	54	40	186	65536
182.2	1033.2	267	0	0	1923	1	54	40	186	65536
183.2	1192.3	267	0	0	1923	1	54	40	186	65536
184.2	861.3	267	0	0	1923	1	54	40	186	65536
185.2	823.3	267	0	0	1923	1	54	40	186	65536
186.2	798.8	267	0	0	1923	1	54	40	186	65536
187.2	775.5	267	0	0	1923	1	54	40	186	65536
188.2	764.2	267	0	0	1923	1	54	40	186	65536
189.2	999.5	267	0	0	1923	1	54	40	186	65536
190.2	829.0	267	0	0	1923	1	54	40	186	65536
191.2	717.3	267	0	0	1923	1	54	40	186	65536
192.2	691.2	267	0	0	1923	1	54	40	186	65536
193.2	819.3	267	0	0	1923	1	54	40	186	65536
194.2	1160.5	267	0	0	1923	1	54	40	186	65536
195.2	947.8	267	0	0	1923	1	54	40	186	65536
196.2	1002.0	267	0	0	1923	1	54	40	186	65536
197.2	898.8	267	0	0	1923	1	54	40	186	65536
198.2	947.7	267	0	0	1923	1	54	40	186	65536
199.2	840.1	267	0	0	1923	1	54	40	186	65536
200.2	808.1	267	0	0	1923	1	54	40	186	65536
