==== 钢铁前线 性能日志 =====
版本: 0.1.0 | 启动: 2026-08-18 21:09:03 | GPU: NVIDIA GeForce RTX 5060 Laptop GPU | CPU: AMD 32线程 | 窗口: 2560x1600
----------------------------------
时间(s)	fps	frame_us	cull	terrain	wait	acquire	record	submit	present	near
1.0	368.0	535	459	0	2	0	28	19	127	3114
2.0	526.2	535	459	0	2	0	28	19	127	3114
3.0	492.8	535	459	0	2	0	28	19	127	3114
4.0	460.8	535	459	0	2	0	28	19	127	3114
5.0	352.9	535	459	0	2	0	28	19	127	3114
6.0	385.6	535	459	0	2	0	28	19	127	3114
7.0	428.7	535	459	0	2	0	28	19	127	3114
8.0	347.7	535	459	0	2	0	28	19	127	3114
9.0	441.4	535	459	0	2	0	28	19	127	3114
10.0	523.6	535	459	0	2	0	28	19	127	3114
11.0	366.8	535	459	0	2	0	28	19	127	3114
12.0	543.7	535	459	0	2	0	28	19	127	3114
