==== 钢铁前线 性能日志 =====
版本: 0.1.0 | 启动: 2026-08-18 21:13:17 | GPU: NVIDIA GeForce RTX 5060 Laptop GPU | CPU: AMD 32线程 | 窗口: 2560x1600
----------------------------------
时间(s)	fps	frame_us	cull	terrain	wait	acquire	record	submit	present	near
1.0	352.6	321	1	0	4	1	48	42	220	65536
2.0	297.7	150	1	0	2	0	20	18	107	65536
3.0	312.5	208	1	0	2	0	23	22	157	65536
4.0	375.6	171	1	0	1	0	19	17	129	65536
5.0	264.2	221	1	0	2	0	26	24	164	65536
6.0	289.7	249	1	0	1	0	19	24	200	65536
7.0	359.7	269	1	0	2	0	55	31	176	65536
8.0	315.0	224	1	0	2	0	27	27	163	65536
9.0	275.9	329	1	0	3	0	33	35	253	65536
10.0	276.0	241	1	0	2	0	34	30	171	65536
11.0	245.3	248	1	0	2	0	23	23	195	65536
12.0	245.2	301	1	0	2	0	22	58	215	65536
13.0	266.6	376	1	0	3	0	29	30	310	65536
14.0	252.7	211	1	0	2	0	26	26	152	65536
15.0	338.2	438	1	0	5	2	75	53	296	65536
