==== 钢铁前线 性能日志 =====
版本: 0.1.0 | 启动: 2026-08-17 20:01:19 | GPU: NVIDIA GeForce RTX 5060 Laptop GPU | CPU: AMD 32线程 | 窗口: 2560x1600
----------------------------------
时间(s)	fps	frame_us	cull	terrain	wait	acquire	record	submit	present	near
182.3	321.4	2032	0	0	1748	1	35	38	206	65536
183.3	335.8	2431	1	0	2011	1	38	33	341	65536
184.3	332.5	2660	0	0	2217	1	44	39	352	65536
185.3	390.0	3008	1	0	2461	1	44	218	278	65536
186.3	361.3	2511	0	0	2110	1	45	50	300	65536
187.3	391.5	2170	0	0	1924	1	33	29	180	65536
188.3	437.5	2774	0	0	2493	1	50	32	194	65536
189.3	328.2	2215	1	0	1678	1	32	35	462	65536
190.3	346.1	2257	1	0	1914	1	40	36	259	65536
191.3	310.2	2314	0	0	1792	1	40	36	439	65536
192.3	411.3	2408	0	0	1899	1	39	35	428	65536
193.3	336.8	2170	0	0	1857	1	46	55	205	65536
194.3	385.1	2782	0	0	2323	1	72	57	322	65536
195.3	366.5	2463	1	0	1955	1	44	53	403	65536
196.3	484.6	2793	1	0	2430	1	41	40	275	65536
197.3	356.1	2375	1	0	2156	1	28	36	149	65536
198.4	361.0	2383	1	0	1835	1	48	37	405	65536
199.4	354.0	2240	0	0	1915	1	40	39	239	65536
200.4	406.9	2669	0	0	2337	0	36	73	218	65536
201.4	358.3	2461	0	0	2062	1	34	61	299	65536
202.4	361.7	2352	0	0	1981	1	33	24	308	65536
203.4	462.8	2815	0	0	2534	1	34	35	206	65536
204.4	409.7	2881	0	0	2595	1	37	36	207	65536
205.4	405.5	2737	0	0	2451	1	37	33	209	65536
206.4	343.4	2251	0	0	1947	0	18	17	265	65536
207.4	407.6	2483	0	0	2205	1	30	103	141	65536
208.4	374.9	2443	0	0	2098	1	57	45	236	65536
209.4	348.1	2255	0	0	1938	1	49	56	206	65536
210.4	384.1	2236	0	0	1911	1	50	44	223	65536
211.4	371.8	2584	0	0	2069	1	52	68	389	65536
212.4	438.7	2538	0	0	2347	0	29	26	132	65536
213.4	379.9	2956	0	0	2542	1	54	86	268	65536
214.4	347.5	2210	0	0	1833	1	51	60	261	65536
215.4	338.5	2240	0	0	1895	1	50	56	233	65536
216.4	384.1	2405	0	0	1998	1	49	27	325	65536
217.4	415.4	2305	0	0	1972	1	40	30	256	65536
218.4	344.1	2292	0	0	1966	1	47	57	216	65536
219.4	362.0	2247	0	0	1898	1	48	56	239	65536
220.4	416.6	2709	0	0	2407	1	46	42	209	65536
221.4	368.7	2310	0	0	2067	1	28	29	181	65536
222.4	416.9	2682	0	0	2301	1	47	79	250	65536
223.4	406.3	2798	0	0	2374	0	45	67	308	65536
224.4	382.2	2403	0	0	2097	1	49	69	182	65536
225.4	380.1	2488	0	0	2174	1	46	59	204	65536
226.4	432.6	2966	1	0	2520	1	57	59	320	65536
227.4	383.1	2500	0	0	2146	1	48	78	222	65536
228.4	385.9	2663	1	0	2271	1	118	48	220	65536
229.4	403.5	2606	0	0	2273	1	46	62	219	65536
230.4	347.3	2043	0	0	1812	0	30	62	135	65536
231.4	368.8	2478	0	0	2133	1	51	57	232	65536
232.4	367.3	2335	0	0	1951	1	34	28	315	65536
233.4	412.7	2300	0	0	1977	1	34	29	254	65536
234.4	402.6	2537	0	0	2177	1	35	121	199	65536
235.4	353.7	2022	0	0	1858	0	20	16	125	65536
236.4	382.9	2313	0	0	2093	0	50	23	143	65536
237.4	335.5	2635	2	0	2100	1	61	79	385	65536
238.4	424.4	3376	0	0	3041	1	53	50	226	65536
239.4	408.3	3087	0	0	2805	1	36	34	206	65536
240.4	432.7	2451	0	0	2106	1	48	56	233	65536
241.4	344.3	2224	0	0	1956	0	32	31	200	65536
242.4	426.9	2823	0	0	2578	1	24	33	182	65536
243.4	336.5	2233	0	0	2019	0	21	21	132	65536
244.4	367.2	2608	1	0	2206	3	77	54	261	65536
245.4	388.6	2447	0	0	2187	0	36	67	153	65536
246.4	385.3	2367	0	0	2208	0	23	22	110	65536
247.4	334.6	2638	0	0	2173	1	48	55	357	65536
248.4	364.9	2262	0	0	1891	1	52	49	265	65536
249.4	355.3	2796	1	0	2343	0	50	61	337	65536
250.4	342.1	2378	0	0	2147	1	29	67	130	65536
251.4	386.6	2363	0	0	2104	0	32	61	162	65536
252.4	420.2	2496	0	0	2327	0	25	24	115	65536
253.4	395.9	2294	0	0	1975	1	36	30	248	65536
254.4	405.9	2782	0	0	2510	1	39	31	196	65536
255.4	391.0	3327	7	0	2342	18	195	152	588	65536
256.4	393.9	2419	1	0	1924	1	39	36	413	65536
257.4	423.6	2760	0	0	2477	1	36	39	202	65536
258.4	380.0	2560	0	0	2256	1	38	44	217	65536
259.4	366.3	2157	0	0	1922	0	19	15	197	65536
260.4	371.0	2294	0	0	1997	1	38	30	223	65536
261.4	376.3	2400	2	0	1865	2	55	45	425	65536
262.4	423.9	2582	0	0	2415	0	20	18	125	65536
263.4	462.5	2907	1	0	2248	1	62	78	511	65536
264.4	410.5	2297	0	0	2061	1	25	19	188	65536
265.4	486.3	2770	0	0	2406	1	26	26	306	65536
266.4	481.5	2507	0	0	2252	1	35	31	183	65536
267.4	439.0	2323	0	0	2037	1	34	36	210	65536
268.4	319.5	1884	0	0	1615	1	39	30	195	65536
269.5	300.0	1959	0	0	1629	1	34	29	260	65536
270.5	341.2	2777	0	0	1935	1	39	36	370	65536
271.5	302.8	2629	0	0	1953	1	27	25	145	65536
272.5	359.7	3132	0	0	2214	1	44	37	198	65536
273.5	357.7	2655	0	0	1969	1	23	20	128	65536
274.5	368.4	2614	0	0	1947	1	40	38	150	65536
275.5	408.9	3230	0	0	2276	1	49	43	249	65536
276.5	414.2	3251	0	0	2446	1	49	38	239	65536
277.5	350.7	2787	0	0	1989	1	44	34	232	65536
278.5	398.8	2772	1	0	1965	2	54	38	232	65536
279.5	379.7	2978	0	0	2248	1	46	27	145	65536
280.5	413.9	2876	0	0	2118	44	50	27	141	65536
281.5	398.9	2918	1	0	2115	1	46	46	197	65536
282.5	365.1	2478	0	0	1934	1	22	19	109	65536
283.5	366.6	2610	0	0	1820	1	44	35	212	65536
284.5	357.4	2795	0	0	2058	0	42	35	145	65536
285.5	361.1	3004	0	0	2103	0	63	52	243	65536
286.5	407.5	2893	0	0	2243	1	34	29	138	65536
287.5	353.1	2410	0	0	1817	0	32	26	124	65536
288.5	295.6	2803	0	0	1987	0	62	50	222	65536
289.5	411.0	3323	1	0	2245	1	76	77	200	65536
290.5	340.2	2746	0	0	1943	1	56	47	218	65536
291.5	406.8	2884	0	0	2171	1	33	72	137	65536
292.5	406.8	3001	0	0	2230	1	57	51	223	65536
293.5	397.1	3007	0	0	2234	1	55	47	210	65536
294.5	325.9	2751	0	0	1927	1	58	47	221	65536
295.5	400.8	2844	0	0	2362	1	38	31	181	65536
296.5	392.9	2892	1	0	1914	1	65	61	245	65536
297.5	331.7	2881	0	0	1781	1	65	46	243	65536
298.5	350.3	2782	1	0	1977	1	59	50	231	65536
299.5	361.8	2464	0	0	1941	0	25	20	131	65536
300.5	339.3	2562	0	0	1882	0	24	19	199	65536
301.5	400.3	3072	1	0	2106	1	58	44	258	65536
302.5	393.9	3162	0	0	2266	0	50	40	235	65536
303.5	366.1	2557	0	0	1897	0	26	21	141	65536
304.5	340.5	3076	0	0	2012	1	86	73	255	65536
305.5	385.8	3270	0	0	2447	1	67	35	221	65536
306.5	371.5	2605	0	0	2246	1	27	23	162	65536
307.5	371.3	2483	0	0	1894	1	23	18	117	65536
308.5	373.0	2651	0	0	1962	1	44	36	378	65536
309.5	312.0	2723	0	0	1962	1	45	24	148	65536
310.5	388.5	2509	0	0	1793	1	46	37	154	65536
311.5	387.2	2901	0	0	2342	1	47	39	192	65536
312.5	336.4	3068	0	0	2133	1	54	41	339	65536
313.5	405.9	3347	0	0	2211	1	111	46	251	65536
314.5	397.5	3230	0	0	2188	1	65	54	260	65536
315.5	366.2	2746	0	0	1955	1	29	23	146	65536
316.5	397.2	2970	0	0	2090	1	52	47	228	65536
317.5	357.2	2661	0	0	2119	0	32	28	146	65536
318.5	372.4	2895	0	0	1915	1	55	47	461	65536
319.5	382.9	2741	0	0	2033	0	56	47	223	65536
320.5	396.3	3069	0	0	2338	1	54	46	229	65536
321.5	340.1	2989	0	0	2108	1	56	47	191	65536
322.5	411.5	3754	0	0	2081	0	129	113	384	65536
323.5	390.7	3158	0	0	2251	1	97	66	256	65536
324.5	430.3	3147	0	0	2390	1	35	31	138	65536
325.5	358.4	2529	0	0	1882	1	56	35	123	65536
326.5	319.6	2981	0	0	2007	0	56	48	266	65536
327.5	322.9	2652	1	0	1816	1	35	31	151	65536
328.5	355.2	2758	0	0	2047	1	54	30	122	65536
329.6	364.2	2828	0	0	2013	1	55	47	228	65536
330.6	421.5	3000	0	0	2110	1	56	47	283	65536
331.6	349.2	3631	0	0	2756	1	41	32	160	65536
332.6	405.1	3208	1	0	2141	1	66	53	256	65536
333.6	398.8	3150	0	0	2387	1	55	47	215	65536
334.6	340.9	2837	0	0	1914	0	55	46	360	65536
335.6	387.9	2955	0	0	2258	1	29	25	119	65536
336.6	430.8	3201	0	0	2463	1	55	48	148	65536
337.6	357.4	20708	0	0	1913	1	54	53	241	65536
338.6	423.3	3133	0	0	2381	1	38	33	165	65536
339.6	353.1	2911	0	0	1933	1	60	49	246	65536
340.6	327.6	3092	0	0	2095	1	60	49	240	65536
341.6	379.7	2861	0	0	1968	1	34	34	321	65536
342.6	410.2	3355	0	0	2459	1	59	51	212	65536
343.6	408.5	3442	0	0	2542	0	46	40	235	65536
344.6	358.0	3359	1	0	2391	1	48	44	283	65536
345.6	427.1	3196	0	0	2455	1	45	35	213	65536
346.6	341.9	3011	0	0	1988	0	49	40	218	65536
347.6	381.4	2685	0	0	1931	1	34	29	154	65536
348.6	408.3	2902	0	0	2251	1	27	26	161	65536
349.6	366.2	2923	0	0	2113	1	47	35	235	65536
350.6	397.4	2668	0	0	1968	1	29	24	151	65536
351.6	398.4	2922	0	0	2229	1	43	34	209	65536
352.6	371.9	2661	0	0	1944	1	43	33	186	65536
353.6	364.8	2643	0	0	1954	0	43	35	223	65536
354.6	424.4	2570	0	0	2088	1	31	64	169	65536
355.6	383.0	2931	0	0	2117	0	49	38	147	65536
356.6	318.3	2759	0	0	1813	1	45	39	301	65536
357.6	335.5	3146	0	0	2014	1	78	69	221	65536
358.6	330.9	2736	0	0	2226	1	33	30	183	65536
359.6	476.9	3003	0	0	2182	1	46	38	178	65536
360.6	395.1	2940	1	0	2318	1	54	41	250	65536
361.6	346.8	2774	3	0	2166	10	35	26	169	65536
362.6	397.0	3115	1	0	2067	4	49	41	315	65536
363.6	412.1	3284	0	0	2727	1	25	21	131	65536
364.6	369.9	2718	0	0	1912	1	44	33	331	65536
365.6	416.5	2400	0	0	1895	0	24	20	129	65536
366.6	363.0	3200	0	0	2130	1	28	53	218	65536
367.6	348.2	3262	0	0	2229	1	60	44	322	65536
368.6	353.9	3876	3	0	2363	7	143	167	1178	65536
369.6	340.1	2051	0	0	1756	1	41	33	216	65536
370.6	424.2	2405	0	0	2115	1	41	33	209	65536
371.7	403.5	2604	0	0	2234	0	23	22	322	65536
372.7	397.2	2657	0	0	2219	0	22	17	396	65536
373.7	323.0	2662	0	0	2117	1	42	32	466	65536
374.7	415.3	2577	0	0	2356	0	24	50	142	65536
375.7	372.3	2252	0	0	1971	1	40	32	202	65536
376.7	328.3	2449	0	0	2261	1	26	20	136	65536
377.7	405.1	2490	0	0	2257	0	25	19	185	65536
378.7	373.2	2398	0	0	2189	0	28	31	146	65536
379.7	382.7	2539	0	0	2255	0	27	49	204	65536
380.7	369.1	2675	0	0	2469	1	27	32	142	65536
381.7	373.1	2336	0	0	2016	1	41	30	243	65536
382.7	428.3	2829	0	0	2435	1	46	38	303	65536
383.7	372.5	2345	0	0	2083	1	86	28	143	65536
384.7	372.9	2689	0	0	2301	1	31	35	316	65536
385.7	359.4	2142	0	0	1929	1	27	29	153	65536
386.7	354.0	2437	1	0	1936	1	46	35	413	65536
387.7	393.7	2606	0	0	2293	1	43	34	230	65536
388.7	249.1	3852	1	0	3156	1	56	47	586	65536
389.7	422.0	2756	0	0	2463	1	39	30	218	65536
390.7	380.9	2323	0	0	1974	1	51	38	253	65536
391.7	372.5	2402	0	0	1969	1	47	40	340	65536
392.7	297.8	1924	0	0	1582	1	86	35	214	65536
393.7	336.7	3023	0	0	2823	0	26	37	132	65536
394.7	356.6	2145	0	0	1929	0	25	33	154	65536
395.7	340.1	2615	2	0	1861	1	273	60	361	65536
396.7	370.8	2567	0	0	1946	1	46	35	532	65536
397.7	423.6	2738	2	0	2031	4	118	204	368	65536
398.7	390.2	2482	0	0	2198	1	41	33	204	65536
399.7	434.7	2826	1	0	2513	1	48	36	222	65536
400.7	423.6	2705	0	0	2324	1	41	33	301	65536
401.7	427.6	2332	0	0	2031	1	41	28	226	65536
402.7	405.4	2592	0	0	2302	1	40	33	212	65536
403.7	338.7	2736	0	0	2490	1	54	19	168	65536
404.7	312.9	2492	0	0	1932	1	43	34	477	65536
405.7	361.7	2204	0	0	1985	0	23	21	171	65536
406.7	396.7	2507	0	0	2224	1	41	32	204	65536
407.7	382.2	2355	2	0	1922	2	77	60	285	65536
408.7	370.9	2180	0	0	2009	0	22	17	128	65536
409.7	386.2	2411	1	0	2083	1	46	37	237	65536
410.7	399.2	2436	0	0	2220	0	25	56	130	65536
411.7	337.6	2528	0	0	2254	1	41	29	199	65536
412.7	363.5	2291	0	0	1983	1	44	34	224	65536
413.7	401.9	2472	0	0	2116	1	28	22	300	65536
414.7	402.3	2652	0	0	2311	1	51	44	240	65536
415.7	362.4	2114	0	0	1951	0	21	16	123	65536
416.7	420.2	2396	0	0	2097	1	44	31	218	65536
417.7	341.3	2249	0	0	1889	1	40	31	283	65536
418.7	381.1	2569	1	0	2247	1	47	39	228	65536
419.7	361.1	2156	0	0	1877	1	41	29	202	65536
420.7	428.3	2404	0	0	2132	1	40	30	197	65536
421.7	405.4	2584	0	0	2391	1	27	25	136	65536
422.7	399.8	2816	0	0	2511	1	43	34	222	65536
423.7	398.3	2476	0	0	2203	1	38	34	196	65536
424.7	346.6	2165	0	0	1981	0	23	19	139	65536
425.7	396.0	2549	0	0	2234	1	54	34	220	65536
426.7	395.1	2521	0	0	2241	1	41	31	202	65536
427.7	357.6	2539	0	0	2267	1	89	35	140	65536
428.7	409.3	2766	0	0	2473	1	44	31	211	65536
429.7	439.5	2604	0	0	2348	0	27	36	188	65536
430.7	391.8	2527	0	0	2255	1	39	31	196	65536
431.7	370.3	2374	0	0	1962	1	41	34	331	65536
432.7	417.5	2631	0	0	2450	0	24	20	133	65536
433.7	369.7	2389	0	0	2104	1	41	38	201	65536
434.7	372.5	2615	0	0	1941	0	22	17	632	65536
435.7	418.7	2620	0	0	2321	1	40	36	217	65536
436.7	262.3	4232	1	0	3231	1	57	67	869	65536
437.7	372.0	2506	0	0	2184	1	65	30	222	65536
438.8	358.2	2756	0	0	2543	1	27	49	133	65536
439.8	371.0	2353	0	0	2088	1	40	28	191	65536
440.8	392.6	2504	0	0	2229	1	40	32	198	65536
441.8	381.2	2678	0	0	2105	1	50	48	469	65536
442.8	355.2	2300	0	0	1992	1	48	45	209	65536
443.8	385.0	2177	0	0	1888	1	52	52	179	65536
444.8	376.1	2797	0	0	2502	0	28	28	236	65536
445.8	315.6	2456	1	0	2079	1	68	58	243	65536
446.8	396.0	2771	1	0	2206	1	72	96	387	65536
447.8	350.0	2317	0	0	2007	1	46	56	203	65536
448.8	337.2	2545	0	0	2176	1	48	44	270	65536
449.8	401.7	2776	0	0	2255	1	47	78	390	65536
450.8	371.8	2753	1	0	2334	1	61	70	279	65536
451.8	380.8	2629	0	0	2319	0	32	33	238	65536
452.8	386.7	2476	1	0	2006	1	70	66	325	65536
453.8	416.5	2673	0	0	2292	1	58	67	249	65536
454.8	389.0	2529	0	0	2204	1	32	42	245	65536
455.8	356.6	2101	0	0	1909	0	25	23	140	65536
456.8	361.2	2208	0	0	1916	0	25	47	215	65536
457.8	352.2	2128	0	0	1915	0	30	27	152	65536
458.8	340.8	2325	0	0	2003	1	49	54	213	65536
459.8	340.7	2412	0	0	1832	1	60	80	434	65536
460.8	357.8	2673	0	0	2420	0	29	86	134	65536
461.8	326.5	2284	1	0	2002	1	47	40	190	65536
462.8	428.5	2378	0	0	2113	1	33	58	169	65536
463.8	395.4	2569	0	0	2226	1	46	84	207	65536
464.8	423.8	2815	0	0	2578	1	31	61	141	65536
465.8	372.8	2722	1	0	2383	1	52	48	231	65536
466.8	358.2	2169	0	0	1922	0	79	27	136	65536
467.8	360.2	2363	0	0	2052	1	46	57	202	65536
468.8	332.7	1985	1	0	1597	1	113	46	222	65536
469.8	370.2	2181	0	0	1869	1	46	58	202	65536
470.8	395.8	2427	0	0	2229	0	28	27	138	65536
471.8	400.6	2542	0	0	2226	1	45	60	205	65536
472.8	371.4	2403	0	0	2122	1	86	31	159	65536
