==== 钢铁前线 性能日志 =====
版本: 0.1.0 | 启动: 2026-08-18 21:24:49 | GPU: NVIDIA GeForce RTX 5060 Laptop GPU | CPU: AMD 32线程 | 窗口: 2560x1600
----------------------------------
时间(s)	fps	frame_us	cull	terrain	wait	acquire	record	submit	present	near
1.0	351.4	1097	1	0	676	1	40	40	334	65536
2.0	376.8	777	1	0	606	0	24	31	111	65536
3.0	414.8	802	1	0	596	1	22	29	150	65536
4.0	465.2	987	2	0	603	1	50	70	254	65536
5.0	384.7	1223	1	0	707	1	65	39	403	65536
6.0	324.8	1255	1	0	1059	0	36	20	136	65536
7.0	431.4	1882	1	0	1502	1	82	48	243	65536
8.0	447.8	2326	1	0	1995	1	45	34	244	65536
9.0	357.3	1310	1	0	1122	0	34	18	131	65536
10.0	436.0	1709	1	0	1329	1	86	50	235	65536
11.0	397.0	1553	1	0	1190	1	70	37	247	65536
12.0	379.7	1652	1	0	1296	1	85	34	228	65536
13.0	339.5	1454	1	0	1000	1	58	35	354	65536
14.0	425.4	1528	1	0	1229	1	26	21	245	65536
15.0	589.8	1929	1	0	1549	1	52	96	225	65536
16.0	377.3	1591	1	0	1207	1	94	48	235	65536
17.0	380.5	1807	1	0	1215	3	138	63	381	65536
