==== 钢铁前线 性能日志 =====
版本: 0.1.0 | 启动: 2026-08-19 08:01:10 | GPU: NVIDIA GeForce RTX 5060 Laptop GPU | CPU: AMD 32线程 | 窗口: 2560x1600
----------------------------------
时间(s)	fps	frame_us	cull	terrain	wait	acquire	record	submit	present	near
90.1	433.1	1747	0	0	1510	0	35	32	165	65536
91.1	427.0	1347	0	0	1101	0	31	32	179	65536
92.1	378.6	1899	0	0	1552	1	56	56	229	65536
93.1	340.2	1609	0	0	1263	1	56	54	229	65536
94.1	431.2	1972	0	0	1474	1	60	98	333	65536
95.1	383.3	1723	0	0	1448	1	34	73	162	65536
96.1	444.5	2194	0	0	1845	1	55	55	232	65536
97.1	447.9	2203	0	0	2017	0	21	23	138	65536
98.1	367.6	1769	0	0	1446	1	46	43	226	65536
99.1	364.8	1623	0	0	1336	1	60	71	148	65536
100.1	434.8	1684	0	0	1432	1	32	32	183	65536
101.1	412.6	1928	0	0	1556	1	59	60	246	65536
102.1	422.1	1918	0	0	1568	1	55	55	234	65536
103.1	399.0	1930	1	0	1597	1	59	56	209	65536
104.1	417.0	2061	0	0	1639	1	33	66	319	65536
105.1	408.7	2096	0	0	1833	1	32	80	147	65536
106.1	415.6	1601	1	0	1117	1	66	57	353	65536
