==== 钢铁前线 性能日志 =====
版本: 0.1.0 | 启动: 2026-08-18 21:07:52 | GPU: NVIDIA GeForce RTX 5060 Laptop GPU | CPU: AMD 32线程 | 窗口: 2560x1600
----------------------------------
时间(s)	fps	frame_us	cull	terrain	wait	acquire	record	submit	present	near
1.0	400.4	628	508	0	2	0	37	22	149	3114
2.0	436.2	628	508	0	2	0	37	22	149	3114
3.0	392.0	628	508	0	2	0	37	22	149	3114
4.0	345.2	628	508	0	2	0	37	22	149	3114
5.0	516.1	628	508	0	2	0	37	22	149	3114
6.0	442.9	628	508	0	2	0	37	22	149	3114
7.0	450.4	628	508	0	2	0	37	22	149	3114
8.0	411.5	628	508	0	2	0	37	22	149	3114
9.0	483.0	628	508	0	2	0	37	22	149	3114
10.0	400.9	628	508	0	2	0	37	22	149	3114
11.0	489.7	628	508	0	2	0	37	22	149	3114
12.0	491.4	628	508	0	2	0	37	22	149	3114
13.0	491.3	628	508	0	2	0	37	22	149	3114
14.0	527.1	628	508	0	2	0	37	22	149	3114
15.0	523.8	628	508	0	2	0	37	22	149	3114
