==== 钢铁前线 性能日志 =====
版本: 0.1.0 | 启动: 2026-08-18 21:00:12 | GPU: NVIDIA GeForce RTX 5060 Laptop GPU | CPU: AMD 32线程 | 窗口: 2560x1600
----------------------------------
时间(s)	fps	frame_us	cull	terrain	wait	acquire	record	submit	present	near
1.0	476.3	370	1	0	2	0	31	31	299	65536
2.0	461.4	370	1	0	2	0	31	31	299	65536
3.0	347.7	370	1	0	2	0	31	31	299	65536
4.0	409.4	370	1	0	2	0	31	31	299	65536
5.0	518.4	370	1	0	2	0	31	31	299	65536
6.0	505.6	370	1	0	2	0	31	31	299	65536
7.0	439.4	370	1	0	2	0	31	31	299	65536
8.0	542.1	370	1	0	2	0	31	31	299	65536
9.0	422.3	370	1	0	2	0	31	31	299	65536
10.0	487.1	370	1	0	2	0	31	31	299	65536
11.0	482.4	370	1	0	2	0	31	31	299	65536
12.0	441.7	370	1	0	2	0	31	31	299	65536
13.0	454.2	370	1	0	2	0	31	31	299	65536
14.0	466.5	370	1	0	2	0	31	31	299	65536
