==== 钢铁前线 性能日志 =====
版本: 0.1.0 | 启动: 2026-08-19 07:27:39 | GPU: NVIDIA GeForce RTX 5060 Laptop GPU | CPU: AMD 32线程 | 窗口: 2560x1600
----------------------------------
时间(s)	fps	frame_us	cull	terrain	wait	acquire	record	submit	present	near
1.0	417.4	2062	1	0	1713	1	43	41	257	65536
2.0	361.9	1588	1	0	1237	1	54	56	235	65536
3.0	416.8	1218	1	0	1001	0	22	21	168	65536
4.0	439.1	1510	1	0	1145	1	46	38	273	65536
5.0	465.9	1817	1	0	1436	1	41	41	290	65536
6.0	443.0	2147	1	0	1727	1	41	110	261	65536
7.0	383.0	1602	0	0	1407	0	20	24	146	65536
8.0	372.7	1596	1	0	1257	1	41	41	251	65536
9.0	318.3	1516	1	0	1160	1	57	52	237	65536
10.0	398.5	1944	1	0	1508	1	47	46	334	65536
11.0	324.3	1627	1	0	1123	1	47	41	408	65536
12.0	429.3	1450	1	0	1195	0	32	33	184	65536
13.0	394.2	2015	1	0	1681	0	39	36	252	65536
14.0	454.8	1925	1	0	1515	1	58	78	266	65536
15.0	333.8	1894	0	0	1422	1	58	124	282	65536
16.0	322.2	1631	1	0	1322	1	40	39	224	65536
17.0	432.6	2096	1	0	1731	1	60	67	230	65536
18.0	345.9	1505	1	0	1127	1	58	75	238	65536
19.0	406.1	1329	1	0	902	1	61	89	267	65536
20.0	339.0	1445	1	0	1124	1	59	67	185	65536
21.0	391.3	1679	1	0	1304	1	63	62	241	65536
22.0	452.0	1448	0	0	1253	0	20	23	147	65536
23.0	359.9	1223	1	0	905	1	41	42	228	65536
24.0	425.8	1451	0	0	1270	0	20	20	136	65536
25.0	457.9	2130	0	0	1930	0	20	24	152	65536
26.0	417.7	1912	1	0	1552	1	42	40	270	65536
27.0	316.0	1173	1	0	898	1	36	52	181	65536
28.0	501.5	1656	1	0	1422	0	30	48	149	65536
