==== 钢铁前线 性能日志 =====
版本: 0.1.0 | 启动: 2026-08-17 20:14:28 | GPU: NVIDIA GeForce RTX 5060 Laptop GPU | CPU: AMD 32线程 | 窗口: 2560x1600
----------------------------------
时间(s)	fps	frame_us	cull	terrain	wait	acquire	record	submit	present	near
1.0	393.3	2483	0	0	2195	1	36	33	213	65536
2.0	417.0	2764	0	0	2345	1	48	64	300	65536
3.0	394.4	2339	0	0	2125	0	22	35	153	65536
4.0	371.2	2248	0	0	2073	1	23	26	122	65536
5.0	357.0	1748	0	0	1588	0	19	18	118	65536
6.0	354.1	2642	0	0	1984	2	40	40	570	65536
7.0	420.3	2899	0	0	2421	1	37	115	319	65536
8.0	384.1	2378	0	0	2047	1	37	30	259	65536
9.0	344.9	2150	0	0	1827	1	37	32	246	65536
10.0	320.5	2194	0	0	1835	1	38	35	281	65536
11.0	327.0	2200	0	0	1786	1	41	28	338	65536
12.0	392.6	2448	0	0	2142	1	36	30	234	65536
13.0	366.1	2889	0	0	2108	0	20	17	740	65536
14.0	239.1	3419	2	0	2553	2	52	73	732	65536
15.0	270.3	1834	1	0	1200	1	34	30	564	65536
16.0	311.0	2385	1	0	2093	0	23	19	244	65536
17.0	362.7	2374	1	0	1933	1	41	62	329	65536
18.0	380.5	2590	1	0	2078	0	32	25	449	65536
19.0	327.3	2200	1	0	1786	1	45	43	321	65536
20.0	347.0	2886	0	0	2578	1	38	42	222	65536
21.0	413.0	2251	0	0	2081	0	20	19	127	65536
22.0	356.9	2785	0	0	2410	0	31	33	306	65536
23.0	332.6	3150	1	0	2863	1	38	60	182	65536
24.0	326.9	2450	1	0	2022	1	36	45	340	65536
25.0	365.4	2194	0	0	1883	1	43	34	228	65536
26.0	364.5	2197	3	0	1740	6	94	24	317	65536
27.0	414.5	2445	0	0	2076	1	47	39	276	65536
28.1	350.8	2691	0	0	2251	1	44	33	358	65536
29.1	419.4	2715	0	0	2413	1	42	36	217	65536
30.1	386.7	2054	0	0	1831	1	27	24	168	65536
31.1	321.1	2298	0	0	1945	1	48	41	258	65536
32.1	355.1	2350	1	0	1860	1	48	187	248	65536
33.1	352.7	2395	0	0	2097	1	42	33	216	65536
34.1	370.4	2351	0	0	2016	1	50	59	220	65536
35.1	419.2	2356	0	0	2093	1	38	34	186	65536
36.1	396.6	2743	0	0	2387	0	25	22	304	65536
37.1	412.0	2855	0	0	2535	1	47	37	230	65536
38.1	383.0	2413	1	0	2094	1	46	38	228	65536
39.1	403.0	2640	3	0	2118	4	48	39	421	65536
40.1	372.8	2230	1	0	1941	1	43	33	206	65536
41.1	361.6	2232	0	0	1919	1	44	37	224	65536
42.1	329.9	2430	0	0	2113	1	46	33	231	65536
43.1	442.3	2379	1	0	2064	1	45	39	224	65536
44.1	348.6	1496	0	0	1155	0	64	26	247	65536
45.1	348.7	1664	0	0	1388	1	70	27	174	65536
46.1	423.3	1779	0	0	1576	0	25	21	152	65536
47.1	333.9	1541	0	0	1324	0	23	54	135	65536
48.1	342.2	1880	0	0	1667	0	26	38	144	65536
49.1	358.7	1593	0	0	1421	0	22	20	125	65536
