==== 钢铁前线 性能日志 =====
版本: 0.1.0 | 启动: 2026-08-17 19:41:29 | GPU: NVIDIA GeForce RTX 5060 Laptop GPU | CPU: AMD 32线程 | 窗口: 2560x1600
----------------------------------
时间(s)	fps	frame_us	cull	terrain	wait	acquire	record	submit	present	near
1.0	366.4	1863	0	0	1690	0	16	17	136	65536
2.0	440.5	2740	0	0	2392	1	48	62	231	65536
3.0	421.3	2628	0	0	2155	1	42	132	293	65536
4.0	367.5	2331	0	0	2045	1	41	32	207	65536
5.0	411.2	1907	0	0	1536	1	38	35	291	65536
6.0	398.2	2549	0	0	2194	1	37	30	281	65536
7.0	368.9	2602	0	0	2293	1	37	34	231	65536
8.0	343.5	2196	0	0	1753	1	36	31	369	65536
9.0	397.1	2489	2	0	2174	2	37	35	230	65536
10.0	395.5	2415	1	0	2055	1	137	34	181	65536
11.0	331.9	2198	0	0	1887	1	41	30	233	65536
12.0	307.7	2133	1	0	1792	1	36	28	271	65536
13.0	356.8	2169	0	0	1807	1	36	29	291	65536
14.0	416.4	3173	0	0	2715	1	37	38	376	65536
15.0	339.6	1807	0	0	1483	1	38	45	234	65536
16.0	333.8	2192	0	0	1822	1	37	36	291	65536
17.0	400.4	1980	0	0	1807	0	19	17	132	65536
18.0	430.8	2844	0	0	2485	1	72	42	238	65536
19.0	413.1	2421	0	0	2066	1	52	46	252	65536
20.0	410.7	2615	0	0	2250	1	55	51	254	65536
21.0	382.0	2434	0	0	2122	1	53	55	199	65536
22.0	424.1	2702	0	0	2378	1	52	49	216	65536
23.0	352.4	2320	0	0	1966	1	57	49	240	65536
24.0	350.5	2005	0	0	1801	1	30	36	133	65536
25.0	476.4	2197	0	0	1852	0	29	28	286	65536
26.0	336.9	2345	3	0	1942	1	66	68	259	65536
27.0	316.5	2701	38	0	1905	4	111	137	496	65536
28.0	402.2	2428	0	0	1953	1	65	100	303	65536
29.0	402.9	2324	0	0	2040	1	40	34	203	65536
30.0	392.5	1903	3	0	1681	1	29	28	155	65536
31.1	401.6	1919	0	0	1724	0	23	21	146	65536
32.1	433.6	2295	0	0	2017	1	36	33	203	65536
33.1	400.8	2618	0	0	2324	1	37	33	218	65536
34.1	353.4	1998	0	0	1658	1	49	60	225	65536
35.1	358.2	2400	0	0	2161	0	37	30	168	65536
36.1	389.9	2519	0	0	2111	1	37	162	203	65536
37.1	387.0	2741	1	0	2190	1	55	85	403	65536
38.1	358.5	2138	0	0	1833	1	38	50	211	65536
