==== 钢铁前线 性能日志 =====
版本: 0.1.0 | 启动: 2026-08-19 07:44:42 | GPU: NVIDIA GeForce RTX 5060 Laptop GPU | CPU: AMD 32线程 | 窗口: 2560x1600
----------------------------------
时间(s)	fps	frame_us	cull	terrain	wait	acquire	record	submit	present	near
1.0	428.7	1327	1	0	1178	0	18	16	110	65536
2.0	414.9	774	1	0	578	0	28	35	128	65536
3.0	363.4	1086	1	0	798	1	45	38	197	65536
4.0	400.8	1320	1	0	983	1	45	38	245	65536
5.0	379.0	1013	1	0	698	1	49	37	220	65536
6.0	372.0	1359	1	0	1152	0	20	16	165	65536
7.0	366.6	1226	2	0	856	1	43	34	284	65536
8.0	422.1	1484	1	0	1144	1	44	37	250	65536
9.0	395.3	1693	1	0	1368	1	44	32	241	65536
10.0	362.6	938	1	0	609	1	45	45	231	65536
11.0	416.3	1342	1	0	1103	0	22	19	192	65536
12.0	416.9	1271	2	0	941	1	43	33	245	65536
13.0	383.8	1592	1	0	1215	1	60	70	239	65536
14.0	453.3	1290	1	0	934	1	55	47	246	65536
15.0	407.1	1513	0	0	1173	1	45	37	251	65536
16.0	350.2	959	2	0	637	1	44	32	237	65536
17.0	379.0	1125	0	0	756	1	43	39	280	65536
