==== 钢铁前线 性能日志 =====
版本: 0.1.0 | 启动: 2026-08-18 21:00:45 | GPU: NVIDIA GeForce RTX 5060 Laptop GPU | CPU: AMD 32线程 | 窗口: 2560x1600
----------------------------------
时间(s)	fps	frame_us	cull	terrain	wait	acquire	record	submit	present	near
1.0	600.6	911	2	0	4	1	52	85	451	65536
2.0	609.4	911	2	0	4	1	52	85	451	65536
3.0	478.5	911	2	0	4	1	52	85	451	65536
4.0	426.3	911	2	0	4	1	52	85	451	65536
5.0	476.5	911	2	0	4	1	52	85	451	65536
6.0	540.5	911	2	0	4	1	52	85	451	65536
7.0	576.9	911	2	0	4	1	52	85	451	65536
8.0	505.2	911	2	0	4	1	52	85	451	65536
9.0	557.2	911	2	0	4	1	52	85	451	65536
10.0	547.7	911	2	0	4	1	52	85	451	65536
11.0	610.8	911	2	0	4	1	52	85	451	65536
12.0	548.1	911	2	0	4	1	52	85	451	65536
13.0	473.6	911	2	0	4	1	52	85	451	65536
14.0	499.4	911	2	0	4	1	52	85	451	65536
