==== 钢铁前线 性能日志 =====
版本: 0.1.0 | 启动: 2026-08-18 21:17:47 | GPU: NVIDIA GeForce RTX 5060 Laptop GPU | CPU: AMD 32线程 | 窗口: 2560x1600
----------------------------------
时间(s)	fps	frame_us	cull	terrain	wait	acquire	record	submit	present	near
1.0	390.0	1533	1	0	1218	1	42	40	226	65536
2.0	354.6	1382	0	0	1095	0	29	108	145	65536
3.0	362.4	777	1	0	564	0	30	23	154	65536
4.0	371.6	812	0	0	613	0	35	35	124	65536
5.0	337.1	953	0	0	746	0	22	41	140	65536
6.0	263.3	1244	1	0	809	1	43	39	345	65536
7.0	392.0	1101	0	0	898	0	22	25	150	65536
8.0	385.9	1774	1	0	1428	1	40	41	257	65536
9.0	316.1	857	1	0	456	1	43	40	310	65536
10.0	347.8	1159	0	0	959	0	22	27	147	65536
11.0	414.8	1578	1	0	1187	1	63	51	270	65536
12.0	438.3	1712	0	0	1351	1	41	62	250	65536
13.0	353.3	1001	0	0	776	1	27	25	168	65536
14.0	402.7	1112	0	0	889	0	34	24	161	65536
15.0	361.9	2044	0	0	1739	1	39	37	222	65536
16.0	356.3	662	0	0	481	0	19	23	134	65536
17.0	351.4	796	0	0	599	0	20	20	153	65536
18.0	342.6	529	0	0	316	1	44	23	140	65536
19.0	554.9	1613	0	0	1240	1	64	58	245	65536
20.0	337.1	1397	1	294	874	1	49	35	139	65536
21.0	389.0	1116	1	335	455	1	45	42	230	65536
22.0	371.3	581	0	231	72	1	27	74	172	65536
23.0	380.4	1194	0	288	690	1	33	28	150	65536
24.0	389.5	1423	1	330	600	1	63	44	378	65536
25.0	330.7	648	0	301	90	1	42	32	177	65536
26.0	365.8	1050	0	299	398	1	66	43	236	65536
27.0	376.0	1125	0	332	375	1	50	41	318	65536
28.0	339.3	537	0	236	3	1	28	107	158	65536
29.0	382.8	1258	0	219	790	0	24	69	151	65536
30.0	356.8	1795	0	216	1270	1	25	25	253	65536
31.0	411.9	1730	0	274	1219	1	36	30	165	65536
32.1	340.4	1473	0	301	895	1	48	40	183	65536
33.1	429.3	1477	0	286	835	1	52	43	254	65536
34.1	406.2	1079	0	232	613	0	44	27	158	65536
35.1	292.9	1213	0	281	672	1	50	28	175	65536
36.1	442.2	1798	1	317	1142	1	50	42	239	65536
37.1	431.7	1865	0	272	1386	0	29	36	137	65536
38.1	412.9	1946	1	0	1568	1	63	57	251	65536
39.1	424.3	1405	1	0	988	2	83	84	242	65536
40.1	382.1	366	0	0	24	1	68	38	230	65536
41.1	362.5	380	0	0	171	1	41	24	139	65536
42.1	429.4	358	0	0	150	1	38	25	140	65536
43.1	1093.0	325	0	0	2	1	37	37	147	65536
44.1	1219.7	325	0	0	2	1	37	37	147	65536
45.1	1080.3	325	0	0	2	1	37	37	147	65536
46.1	1849.8	325	0	0	2	1	37	37	147	65536
47.1	1681.5	325	0	0	2	1	37	37	147	65536
48.1	1304.0	325	0	0	2	1	37	37	147	65536
49.1	918.9	325	0	0	2	1	37	37	147	65536
50.1	1702.4	325	0	0	2	1	37	37	147	65536
51.1	1562.3	325	0	0	2	1	37	37	147	65536
52.1	1282.7	325	0	0	2	1	37	37	147	65536
53.1	710.1	325	0	0	2	1	37	37	147	65536
54.1	1455.2	325	0	0	2	1	37	37	147	65536
55.1	1499.7	325	0	0	2	1	37	37	147	65536
56.1	1324.0	325	0	0	2	1	37	37	147	65536
57.1	872.1	325	0	0	2	1	37	37	147	65536
58.1	1833.9	325	0	0	2	1	37	37	147	65536
59.1	1728.0	325	0	0	2	1	37	37	147	65536
60.1	1499.7	325	0	0	2	1	37	37	147	65536
61.1	1491.4	325	0	0	2	1	37	37	147	65536
