==== 钢铁前线 性能日志 =====
版本: 0.1.0 | 启动: 2026-08-17 18:55:15 | GPU: NVIDIA GeForce RTX 5060 Laptop GPU | CPU: AMD 32线程 | 窗口: 2560x1600
----------------------------------
时间(s)	fps	frame_us	cull	terrain	wait	acquire	record	submit	present	near
117.2	415.3	2714	0	0	2320	1	41	120	227	65536
118.2	325.1	2236	1	0	1927	1	49	33	220	65536
119.2	322.1	2773	0	0	2070	1	46	37	612	65536
120.2	287.3	1335	0	0	1129	0	24	22	155	65536
121.2	265.8	1447	0	0	1249	0	26	21	146	65536
122.2	351.7	2631	1	0	2037	5	98	70	409	65536
123.2	372.4	2420	0	0	2208	1	24	19	164	65536
124.2	292.1	2446	0	0	2102	1	40	42	255	65536
125.2	383.2	2669	1	0	2419	1	44	34	165	65536
126.2	390.2	2229	0	0	1984	0	29	59	152	65536
127.2	399.7	2766	1	0	2449	1	56	77	176	65536
128.2	370.7	2482	0	0	2133	1	55	62	226	65536
129.2	372.2	2694	0	0	2373	1	52	47	217	65536
130.2	445.3	2243	0	0	1983	1	38	49	168	65536
131.2	378.7	2278	0	0	1842	0	42	72	317	65536
132.2	377.9	2736	1	0	2430	1	57	70	172	65536
133.2	360.9	2461	1	0	2090	1	52	74	237	65536
134.2	389.9	2629	0	0	2208	0	29	91	296	65536
135.2	434.4	3361	4	0	2340	6	232	163	602	65536
136.2	371.6	2433	0	0	2079	1	52	68	228	65536
137.2	393.5	2691	1	0	2316	1	47	64	256	65536
138.2	327.8	2413	0	0	2010	1	42	50	305	65536
139.2	405.3	2846	0	0	2092	1	44	63	641	65536
140.2	404.3	2425	0	0	2234	0	24	36	128	65536
141.2	398.3	2298	0	0	1952	1	87	54	199	65536
142.2	357.4	2059	0	0	1872	0	23	26	133	65536
143.2	378.0	2504	0	0	2190	1	43	50	214	65536
144.2	423.2	2717	0	0	2407	1	42	49	212	65536
145.2	358.5	2418	0	0	2108	1	41	45	219	65536
146.2	352.4	2369	1	0	1989	1	44	54	273	65536
147.2	391.8	2152	0	0	1959	0	22	40	125	65536
148.2	333.2	2008	0	0	1698	1	43	49	211	65536
149.2	351.3	1824	0	0	1636	0	23	44	118	65536
150.2	358.3	1953	0	0	1634	1	43	57	213	65536
151.2	363.3	2495	1	0	2007	1	42	90	348	65536
152.2	401.7	2089	0	0	1876	1	23	29	156	65536
153.2	400.5	2405	0	0	2099	1	41	44	215	65536
154.2	332.7	1881	0	0	1705	0	22	26	124	65536
155.2	340.3	2013	0	0	1714	1	41	45	207	65536
156.2	410.4	2560	0	0	2251	1	38	46	218	65536
157.2	351.0	2065	1	0	1706	1	88	55	209	65536
158.2	401.6	2740	0	0	2418	1	42	48	225	65536
159.2	368.1	2956	0	0	1870	1	49	56	973	65536
160.3	365.1	2456	1	0	1859	1	44	53	492	65536
161.3	378.7	2437	1	0	2107	1	42	33	249	65536
162.3	403.5	2547	0	0	2259	1	41	36	206	65536
163.3	287.9	1138	1	0	868	1	42	36	184	65536
164.3	352.1	1947	0	0	1740	0	23	19	160	65536
165.3	361.1	1892	0	0	1727	0	23	19	119	65536
166.3	402.5	2272	0	0	2045	1	26	33	162	65536
167.3	365.1	2413	1	0	2026	1	49	57	273	65536
168.3	363.4	2277	0	0	1985	1	41	46	200	65536
169.3	384.4	2389	0	0	2093	1	41	48	202	65536
170.3	298.9	2133	0	0	1818	1	43	49	217	65536
171.3	365.2	1852	0	0	1638	0	22	27	160	65536
172.3	396.3	2678	0	0	2274	1	42	129	226	65536
173.3	426.2	2487	0	0	2168	1	61	25	227	65536
174.3	423.6	2265	0	0	2010	0	21	25	206	65536
175.3	350.5	2072	0	0	1865	0	21	30	152	65536
176.3	352.5	1985	0	0	1758	0	21	23	181	65536
177.3	355.8	2295	0	0	2077	0	22	29	163	65536
178.3	305.3	1339	0	0	1131	0	21	25	157	65536
179.3	365.6	2485	0	0	2077	1	43	133	225	65536
180.3	356.7	2031	0	0	1786	0	20	23	197	65536
181.3	329.7	2029	0	0	1833	0	22	23	148	65536
182.3	362.6	1974	0	0	1778	0	21	25	145	65536
183.3	384.8	2485	0	0	2150	1	38	54	237	65536
184.3	357.3	1921	0	0	1759	0	23	24	111	65536
185.3	349.1	2236	0	0	1903	1	43	65	218	65536
186.3	331.7	2353	0	0	1706	1	43	53	544	65536
187.3	301.7	2353	0	0	2043	1	44	49	210	65536
188.3	402.1	2954	0	0	2584	1	84	47	231	65536
189.3	363.9	2482	0	0	2185	1	41	45	204	65536
190.3	397.5	2682	0	0	2384	1	40	47	204	65536
191.3	363.6	1959	0	0	1737	0	25	44	149	65536
192.3	324.9	1938	0	0	1777	0	21	25	111	65536
193.3	257.8	1318	0	0	900	1	42	47	323	65536
194.3	311.1	2602	0	0	2209	1	42	127	218	65536
195.3	416.3	2581	0	0	2269	1	42	43	220	65536
196.3	379.5	2336	0	0	2032	1	42	46	208	65536
197.3	321.1	2206	0	0	1737	1	41	33	389	65536
198.3	384.5	2105	0	0	1776	1	40	32	252	65536
199.3	433.6	2786	0	0	2401	1	41	33	304	65536
200.3	376.2	2401	0	0	2241	0	22	17	117	65536
201.3	336.6	2196	0	0	1888	1	42	33	226	65536
202.3	397.6	2377	0	0	2157	1	66	20	127	65536
203.3	377.8	2499	0	0	2195	1	40	34	224	65536
204.3	366.3	2571	0	0	2140	1	43	33	349	65536
205.3	339.0	1998	1	0	1797	1	59	17	118	65536
206.3	415.6	2058	1	0	1854	1	28	22	150	65536
207.3	312.4	2281	1	0	1824	1	47	76	291	65536
208.3	430.9	2744	1	0	2392	1	86	36	223	65536
209.3	353.9	2332	1	0	2050	1	43	36	197	65536
210.3	359.6	2259	1	0	1815	1	43	24	370	65536
211.3	398.1	2752	0	0	2330	1	50	44	321	65536
212.3	356.6	2246	0	0	1825	1	43	36	335	65536
213.3	394.6	2107	0	0	1673	1	42	33	353	65536
214.3	323.5	2281	0	0	1868	1	41	38	329	65536
215.3	310.4	2233	1	0	1875	1	54	61	235	65536
216.3	401.7	2387	0	0	2082	1	41	35	224	65536
217.3	380.7	2511	0	0	2002	1	218	37	247	65536
218.3	355.2	2633	2	0	2140	4	98	86	296	65536
219.3	343.2	2152	1	0	1786	1	46	43	269	65536
220.3	330.8	2199	0	0	1954	1	29	41	169	65536
221.3	355.9	1883	0	0	1516	1	30	26	306	65536
222.3	374.8	1601	1	0	832	2	88	82	588	65536
223.3	407.5	2085	1	0	1586	2	66	54	369	65536
224.3	361.2	2154	0	0	1843	1	42	32	231	65536
225.3	383.9	2290	1	0	1719	1	250	52	262	65536
226.3	378.4	2169	0	0	1769	1	62	52	278	65536
227.3	404.2	2559	1	0	2198	1	52	87	215	65536
228.3	406.7	2630	0	0	2290	1	53	57	223	65536
229.3	395.4	2538	1	0	2171	1	60	56	242	65536
230.3	414.8	1998	1	0	1723	0	39	43	188	65536
231.3	371.1	2234	0	0	1981	0	33	78	138	65536
232.3	352.2	2553	1	0	1988	1	50	96	414	65536
233.3	349.4	2034	0	0	1721	1	56	56	195	65536
234.3	383.5	2519	1	0	2208	0	33	96	176	65536
235.3	368.5	2837	0	0	2364	1	70	65	330	65536
236.3	386.7	2109	0	0	1769	0	85	25	225	65536
237.4	395.9	2360	0	0	2030	1	52	77	195	65536
238.4	313.5	2824	0	0	2513	0	31	80	196	65536
239.4	377.5	2378	1	0	1959	1	129	50	233	65536
240.4	370.6	2507	1	0	2248	1	43	38	171	65536
241.4	379.2	2275	1	0	2013	1	65	54	134	65536
242.4	357.5	2676	1	0	2018	1	66	83	503	65536
243.4	369.7	2575	0	0	2167	1	59	55	286	65536
244.4	359.8	2374	0	0	1966	1	51	42	309	65536
245.4	357.3	2267	0	0	1980	1	33	65	184	65536
246.4	393.1	2559	0	0	2196	1	57	70	228	65536
247.4	366.1	2388	0	0	2061	1	51	45	225	65536
248.4	356.7	2298	0	0	1958	1	56	54	223	65536
249.4	463.8	2882	0	0	2428	1	63	88	297	65536
250.4	370.4	2517	0	0	2144	1	63	53	251	65536
251.4	353.9	2189	0	0	1856	1	55	50	221	65536
252.4	282.0	3715	1	0	3043	1	54	104	506	65536
253.4	411.6	2803	1	0	2409	1	64	100	222	65536
254.4	495.4	2652	0	0	2305	1	53	57	232	65536
255.4	376.4	2332	0	0	2000	1	54	57	215	65536
256.4	355.1	1966	0	0	1742	0	30	65	125	65536
257.4	331.0	2607	0	0	1986	1	54	55	507	65536
258.4	318.9	2299	1	0	1927	1	60	50	255	65536
259.4	239.3	1410	2	0	1061	1	65	54	222	65536
260.4	377.3	2550	0	0	2186	1	53	90	215	65536
261.4	341.6	1958	0	0	1518	1	132	53	248	65536
262.4	324.4	2307	0	0	1908	1	126	44	222	65536
263.4	380.8	2093	0	0	1750	1	51	59	227	65536
264.4	395.0	2455	1	0	2059	1	58	79	252	65536
265.4	346.7	1964	0	0	1744	0	28	62	126	65536
266.4	325.8	2007	0	0	1667	1	56	50	225	65536
267.4	357.9	2514	1	0	2170	1	57	50	230	65536
268.4	337.2	2142	0	0	1817	1	52	53	214	65536
269.4	411.8	2839	0	0	2479	1	55	60	238	65536
270.4	397.2	2290	0	0	2047	0	32	28	178	65536
271.4	363.8	2496	1	0	2135	1	58	51	245	65536
272.4	355.2	2241	0	0	1890	1	55	48	241	65536
273.4	323.1	1873	0	0	1615	1	42	50	161	65536
274.4	416.5	2209	0	0	1989	0	31	41	143	65536
275.4	400.9	2509	0	0	2319	0	29	27	130	65536
276.4	392.0	2399	0	0	2138	0	39	48	170	65536
277.4	338.1	1982	1	0	1732	1	55	48	141	65536
278.4	376.1	2309	0	0	1978	1	53	55	218	65536
279.4	404.9	2552	1	0	2175	1	108	52	209	65536
280.4	382.3	2591	0	0	2249	1	54	48	234	65536
281.4	340.2	1935	0	0	1672	0	38	67	153	65536
282.4	379.3	2360	0	0	2021	0	29	62	243	65536
283.4	343.9	2241	0	0	1700	1	167	20	348	65536
284.4	339.5	2364	0	0	1734	1	39	32	546	65536
285.4	396.4	2860	1	0	2530	1	136	30	157	65536
286.4	768.5	2587	1	0	2267	1	48	35	229	65536
287.4	401.2	1970	0	0	1788	0	20	20	137	65536
288.4	366.0	2554	0	0	2274	1	35	34	206	65536
289.4	369.0	2547	0	0	2269	1	35	36	200	65536
290.4	362.0	2267	0	0	1866	1	41	32	322	65536
291.4	337.4	2856	0	0	1806	1	87	42	914	65536
292.4	367.3	2504	1	0	2207	1	39	36	214	65536
293.4	388.8	3011	2	0	2672	1	45	39	246	65536
294.4	376.2	2655	0	0	2031	1	39	36	541	65536
295.4	371.2	2335	0	0	2136	0	24	47	124	65536
296.4	385.5	2854	1	0	2446	1	40	48	313	65536
297.4	362.1	2330	0	0	2052	1	40	31	201	65536
298.4	368.8	2651	0	0	2378	1	31	35	200	65536
299.4	399.5	2476	0	0	2146	1	49	63	212	65536
300.4	351.5	1843	0	0	1621	0	30	53	134	65536
301.4	333.9	2037	0	0	1706	1	48	52	225	65536
302.4	312.8	2232	1	0	1890	1	49	63	224	65536
303.4	386.2	2620	1	0	2230	1	55	78	251	65536
304.4	326.4	2442	0	0	2122	1	51	47	216	65536
305.4	337.6	2098	0	0	1789	1	47	44	211	65536
306.4	347.7	2149	0	0	1822	1	49	56	216	65536
307.4	360.3	2067	1	0	1741	1	68	64	185	65536
308.4	429.1	2440	1	0	1988	1	129	48	266	65536
309.4	369.8	2556	0	0	2198	1	53	84	214	65536
310.4	406.1	2566	0	0	2220	1	51	63	227	65536
311.5	379.8	2651	0	0	2335	1	46	56	208	65536
312.5	337.3	2272	0	0	1939	1	55	48	223	65536
313.5	333.2	2332	0	0	1981	1	57	50	237	65536
314.5	376.9	2872	0	0	2396	1	53	61	355	65536
315.5	693.4	3146	0	0	2815	0	32	30	265	65536
316.5	622.0	2746	0	0	2381	1	56	60	243	65536
317.5	303.1	525	0	0	2	0	32	70	417	65536
318.5	265.2	529	0	0	278	0	30	55	163	65536
319.5	389.5	3717	0	0	2316	1	39	50	855	65536
320.5	334.5	3363	0	0	1860	1	47	67	740	65536
321.5	423.9	3698	0	0	2396	1	24	29	733	65536
322.5	329.1	3424	1	0	2246	1	23	29	555	65536
323.5	410.8	3255	0	0	2095	0	79	64	630	65536
324.5	402.2	3553	1	0	2394	1	23	29	642	65536
325.5	385.4	3309	0	0	1856	0	30	42	862	65536
326.5	355.8	3145	0	0	1779	1	46	38	680	65536
327.5	405.1	3624	0	0	1805	1	48	60	1237	65536
328.5	385.7	3288	0	0	1989	0	44	48	636	65536
329.5	373.1	2577	1	0	1656	1	30	37	378	65536
330.5	353.0	3503	1	0	1642	0	43	44	1188	65536
331.5	328.7	3102	0	0	1519	1	43	49	936	65536
332.5	349.9	3229	0	0	1851	1	23	28	832	65536
333.5	336.0	3191	0	0	1811	0	45	59	737	65536
334.5	359.5	3192	0	0	2002	1	42	47	597	65536
335.5	379.8	3025	0	0	1807	1	44	49	579	65536
336.5	401.5	3229	0	0	2038	1	29	33	541	65536
337.5	365.5	3727	0	0	1769	1	59	106	817	65536
338.5	373.8	3427	0	0	2231	1	26	34	531	65536
339.5	368.5	3098	1	0	1838	1	59	66	607	65536
340.5	378.2	3350	0	0	2069	1	38	48	658	65536
341.5	339.6	3089	0	0	1596	1	37	69	764	65536
342.5	436.4	3478	0	0	1977	1	38	48	793	65536
343.5	397.2	3396	0	0	2199	1	37	46	630	65536
344.5	367.0	4184	1	0	2321	1	163	34	1184	65536
345.5	397.3	3326	0	0	2074	1	50	63	559	65536
346.5	391.8	3722	0	0	2160	1	55	63	723	65536
347.5	397.6	3459	0	0	2227	1	28	31	644	65536
348.5	402.2	3888	41	0	2294	1	44	62	812	65536
349.5	349.5	3069	0	0	1846	1	43	49	641	65536
350.5	391.7	3759	0	0	2041	1	98	86	765	65536
351.5	352.8	3332	0	0	1860	46	45	217	604	65536
352.5	321.9	3526	0	0	1838	1	44	54	905	65536
353.5	342.0	3939	0	0	2105	1	162	114	845	65536
354.5	320.5	3957	0	0	1518	1	58	86	890	65536
355.5	398.2	3426	0	0	2147	1	43	48	637	65536
356.5	420.2	3196	0	0	1931	1	52	39	646	65536
357.5	399.8	2965	1	0	2073	1	29	35	317	65536
358.5	422.7	3727	0	0	2431	1	29	37	661	65536
359.5	351.7	3164	0	0	2006	1	54	40	324	65536
360.5	329.3	2830	0	0	1732	0	32	36	612	65536
361.5	355.2	3755	1	0	1776	1	58	65	1296	65536
362.5	391.9	3524	0	0	2302	1	54	61	679	65536
363.5	425.4	4429	0	0	2537	1	35	41	1214	65536
364.5	340.7	3171	0	0	2079	1	54	60	539	65536
365.5	329.5	3460	0	0	2132	1	55	62	754	65536
366.5	354.9	2968	0	0	1790	1	55	59	505	65536
367.5	349.5	3374	0	0	2162	1	30	36	620	65536
368.5	334.5	3210	0	0	1922	1	50	60	589	65536
369.5	414.1	3511	0	0	1933	0	54	61	880	65536
370.5	442.6	2748	0	0	1703	1	24	30	328	65536
371.5	392.8	3646	0	0	2073	1	45	51	938	65536
372.6	364.4	3882	5	0	1943	7	95	78	1113	65536
373.6	363.3	3403	0	0	1907	1	48	50	952	65536
374.6	361.3	4641	0	0	2151	0	26	35	1855	65536
375.6	358.7	4041	0	0	2543	0	41	48	877	65536
376.6	381.6	3297	1	0	2346	1	23	31	317	65536
377.6	395.3	3195	0	0	2044	1	23	26	631	65536
378.6	355.0	3935	0	0	2259	1	23	41	1043	65536
379.6	359.1	2742	1	0	1711	1	24	31	303	65536
380.6	356.4	3388	0	0	1923	1	31	36	803	65536
381.6	409.8	3070	0	0	2017	1	26	30	435	65536
382.6	384.2	3186	0	0	1906	0	26	30	653	65536
383.6	402.6	3457	0	0	2226	1	26	31	700	65536
384.6	349.7	3504	0	0	2055	1	24	37	778	65536
385.6	409.0	3273	0	0	2121	1	43	49	560	65536
386.6	382.2	3460	0	0	2103	1	42	49	723	65536
387.6	413.1	3532	0	0	2295	1	27	36	680	65536
388.6	361.7	3351	0	0	1999	1	54	60	636	65536
389.6	376.1	3303	0	0	2035	1	38	52	666	65536
390.6	386.8	3426	0	0	2165	1	38	41	653	65536
391.6	395.8	3735	0	0	2131	1	38	32	882	65536
392.6	404.9	3036	0	0	1758	1	38	42	647	65536
393.6	401.1	3465	1	0	2229	1	24	31	825	65536
394.6	384.8	3085	0	0	1964	1	53	62	543	65536
395.6	411.9	3178	0	0	1786	1	34	42	691	65536
396.6	370.3	4718	2	0	1953	1	77	102	920	65536
397.6	361.5	3834	0	0	1841	1	38	46	1131	65536
398.6	356.4	2786	0	0	1749	0	19	27	591	65536
399.6	387.0	2936	0	0	1627	1	38	50	555	65536
400.6	393.0	3870	1	0	2472	1	42	51	706	65536
401.6	317.3	3130	0	0	1660	1	36	43	615	65536
402.6	428.0	3344	0	0	2108	1	54	62	602	65536
403.6	374.4	3120	0	0	1802	1	39	48	660	65536
404.6	408.3	3942	0	0	2682	1	23	30	614	65536
405.6	363.1	3660	1	0	1712	1	115	78	1040	65536
406.6	409.9	3464	1	0	2259	1	39	39	621	65536
407.6	358.1	3191	1	0	2012	1	40	54	581	65536
408.6	326.5	3960	0	0	1818	1	214	165	1243	65536
409.6	401.4	4489	1	0	2076	0	67	60	1314	65536
410.6	389.4	3536	0	0	2235	0	20	29	727	65536
411.6	354.5	3085	0	0	1913	1	39	47	587	65536
412.6	347.1	3001	0	0	1802	1	42	61	555	65536
413.6	371.3	3695	0	0	2315	0	22	29	771	65536
414.6	364.8	3740	1	0	1777	1	23	38	1077	65536
415.6	325.0	1068	2	0	92	1	77	76	815	65536
416.6	328.8	728	0	0	2	0	34	38	340	65536
417.6	372.0	979	0	0	158	1	26	35	149	65536
418.6	358.2	882	0	0	169	1	20	29	279	65536
419.6	418.4	3039	0	0	2377	0	27	34	337	65536
420.6	408.3	3215	0	0	2579	1	40	52	265	65536
421.7	285.3	2070	1	0	1300	0	22	28	394	65536
422.7	359.3	3170	0	0	2451	0	54	64	253	65536
423.7	350.0	3026	1	0	2037	1	56	62	489	65536
424.7	346.3	2955	0	0	2219	1	36	42	328	65536
425.7	330.1	2965	3	0	1804	1	36	56	600	65536
426.7	397.5	2913	1	0	2014	1	29	38	259	65536
427.7	369.6	3010	1	0	2175	1	60	75	295	65536
428.7	365.7	2957	0	0	2113	1	53	64	382	65536
429.7	399.4	2992	0	0	2210	1	50	61	260	65536
430.7	348.7	2747	1	0	2089	1	32	49	254	65536
431.7	331.8	2711	1	0	1876	1	39	49	306	65536
432.7	339.6	2760	0	0	2112	0	25	31	231	65536
433.7	417.6	3214	0	0	2484	1	28	36	249	65536
434.7	395.6	3202	0	0	2268	1	38	47	392	65536
435.7	320.2	3066	0	0	2434	1	21	27	210	65536
436.7	333.5	3052	1	0	2104	1	42	55	370	65536
437.7	319.3	2882	2	0	1565	5	87	77	1134	65536
438.7	450.6	2626	1	0	2314	1	39	41	224	65536
439.7	349.0	2241	0	0	1931	1	42	36	226	65536
440.7	342.6	2913	0	0	2608	1	36	46	217	65536
441.7	385.8	2318	0	0	2019	1	44	36	213	65536
442.7	309.9	2113	1	0	1807	1	43	57	197	65536
443.7	356.0	2562	0	0	2251	1	36	41	228	65536
444.7	343.1	2005	0	0	1794	0	21	19	166	65536
445.7	355.6	2471	0	0	2167	0	31	44	224	65536
446.7	401.8	2820	0	0	2495	1	40	75	203	65536
447.7	310.4	1907	1	0	1560	0	40	45	257	65536
448.7	342.3	2176	0	0	1969	0	29	26	147	65536
449.7	377.0	2541	0	0	2354	0	28	25	131	65536
450.7	348.1	2468	0	0	2141	1	55	46	220	65536
451.7	324.7	2104	1	0	1809	1	124	29	134	65536
452.7	361.1	2166	0	0	1941	0	75	25	122	65536
453.7	401.5	2505	0	0	2235	0	30	32	203	65536
454.7	398.7	2939	1	0	2611	1	55	47	220	65536
455.7	344.8	2227	0	0	1785	1	44	52	339	65536
456.7	344.3	2540	0	0	2098	1	53	53	330	65536
457.7	350.9	2413	2	0	1857	2	103	90	349	65536
458.7	374.2	2660	2	0	2221	4	134	49	241	65536
459.7	435.5	2502	0	0	2244	0	30	32	193	65536
460.7	346.6	2050	0	0	1580	1	59	55	348	65536
461.7	378.0	2196	1	0	1804	1	66	58	259	65536
462.7	368.1	2817	0	0	2469	1	52	76	214	65536
463.7	334.1	2288	1	0	2001	1	36	37	209	65536
464.7	344.1	2303	0	0	2024	1	89	31	153	65536
465.7	336.0	2344	0	0	1975	1	54	56	253	65536
466.7	387.2	2318	0	0	1957	1	55	51	249	65536
467.7	375.5	2508	0	0	1914	1	84	90	414	65536
468.7	393.0	3062	2	0	2620	2	74	77	279	65536
469.7	313.8	2463	0	0	2088	1	55	68	245	65536
470.7	341.4	2243	0	0	2013	0	24	21	180	65536
471.7	347.9	2516	1	0	2105	2	48	54	299	65536
472.7	314.3	1984	1	0	1660	1	45	31	241	65536
