==== 钢铁前线 性能日志 =====
版本: 0.1.0 | 启动: 2026-08-18 21:02:52 | GPU: NVIDIA GeForce RTX 5060 Laptop GPU | CPU: AMD 32线程 | 窗口: 2560x1600
----------------------------------
时间(s)	fps	frame_us	cull	terrain	wait	acquire	record	submit	present	near
1.0	463.1	235	1	0	2	0	51	39	155	65536
2.0	555.1	235	1	0	2	0	51	39	155	65536
3.0	467.4	235	1	0	2	0	51	39	155	65536
4.0	513.4	235	1	0	2	0	51	39	155	65536
5.0	359.1	235	1	0	2	0	51	39	155	65536
6.0	488.9	235	1	0	2	0	51	39	155	65536
7.0	394.8	235	1	0	2	0	51	39	155	65536
8.0	489.9	235	1	0	2	0	51	39	155	65536
9.0	421.3	235	1	0	2	0	51	39	155	65536
10.0	358.2	235	1	0	2	0	51	39	155	65536
11.0	527.1	235	1	0	2	0	51	39	155	65536
12.0	438.5	235	1	0	2	0	51	39	155	65536
13.0	495.9	235	1	0	2	0	51	39	155	65536
