==== 钢铁前线 性能日志 =====
版本: 0.1.0 | 启动: 2026-08-18 20:56:39 | GPU: NVIDIA GeForce RTX 5060 Laptop GPU | CPU: AMD 32线程 | 窗口: 2560x1600
----------------------------------
时间(s)	fps	frame_us	cull	terrain	wait	acquire	record	submit	present	near
1.0	647.3	194	1	0	3	1	61	42	115	65536
2.0	820.3	194	1	0	3	1	61	42	115	65536
3.0	865.4	194	1	0	3	1	61	42	115	65536
4.0	424.3	194	1	0	3	1	61	42	115	65536
5.0	321.4	194	1	0	3	1	61	42	115	65536
6.0	392.8	194	1	0	3	1	61	42	115	65536
7.0	261.8	194	1	0	3	1	61	42	115	65536
8.0	247.9	194	1	0	3	1	61	42	115	65536
9.0	387.1	194	1	0	3	1	61	42	115	65536
10.0	341.9	194	1	0	3	1	61	42	115	65536
11.0	246.1	194	1	0	3	1	61	42	115	65536
12.0	361.2	194	1	0	3	1	61	42	115	65536
13.0	325.9	194	1	0	3	1	61	42	115	65536
14.0	337.0	194	1	0	3	1	61	42	115	65536
15.0	284.2	194	1	0	3	1	61	42	115	65536
16.0	313.9	194	1	0	3	1	61	42	115	65536
