==== 钢铁前线 性能日志 =====
版本: 0.1.0 | 启动: 2026-08-18 21:08:37 | GPU: NVIDIA GeForce RTX 5060 Laptop GPU | CPU: AMD 32线程 | 窗口: 2560x1600
----------------------------------
时间(s)	fps	frame_us	cull	terrain	wait	acquire	record	submit	present	near
1.0	433.3	546	373	0	1	0	26	35	132	3114
2.0	478.0	546	373	0	1	0	26	35	132	3114
3.0	476.6	546	373	0	1	0	26	35	132	3114
4.0	365.2	546	373	0	1	0	26	35	132	3114
5.0	406.7	546	373	0	1	0	26	35	132	3114
6.0	241.2	546	373	0	1	0	26	35	132	3114
7.0	445.3	546	373	0	1	0	26	35	132	3114
8.0	262.7	546	373	0	1	0	26	35	132	3114
9.0	429.6	546	373	0	1	0	26	35	132	3114
10.0	320.9	546	373	0	1	0	26	35	132	3114
11.0	378.1	546	373	0	1	0	26	35	132	3114
12.0	385.0	546	373	0	1	0	26	35	132	3114
